Genes,1_24h_inf,1_2d_inf,1_3h_inf,1_3h_un,2_24h_inf,2_2d_inf,2_3h_inf,2_3h_un,3_24h_inf,3_3h_inf,3_3h_un
LINC01762,36,2,2,17,40,19,0,6,31,17,1
AC005833.1,0,0,0,0,24,13,0,0,6,0,0
AL590434.1,0,0,0,0,24,14,0,0,6,0,0
CHAD,4,0,0,10,17,26,0,27,4,0,0
LINC01506,8,6,0,4,8,16,0,16,4,0,0
TROAP,36,47,0,4,42,77,0,24,0,30,4
AL031710.2,2,10,0,8,16,0,0,0,8,4,0
AC108865.1,4,0,0,0,0,2,0,0,16,0,0
AC092718.8,4,0,0,0,0,6,0,0,16,0,0
AL160269.1,0,4,0,0,18,3,0,0,10,0,0
AC107398.5,4,0,0,0,20,16,0,2,2,0,0
AL606491.1,2,6,0,0,16,14,0,0,8,0,0
AC096649.1,12,0,0,0,4,0,0,0,0,0,0
AC087683.1,12,0,0,0,4,0,0,0,0,0,0
SUSD4,0,4,0,0,32,60,0,0,0,12,0
AC023043.4,9,0,0,0,11,0,0,0,0,0,0
AC103876.1,0,0,0,0,63,22,0,0,9,0,2
F11,0,0,0,0,32,56,0,1,0,2,0
LINC01187,0,0,0,0,26,34,0,26,4,4,0
GPX2,6,12,0,28,12,16,0,0,4,16,0
RNF180,0,0,0,4,32,18,0,0,0,0,0
S1PR3,11,0,0,0,6,2,0,2,0,0,0
PKMYT1,39,62,0,10,71,131,0,4,18,19,6
DNAI2,2,0,0,0,14,4,0,1,9,2,0
AL158211.5,2,0,0,0,24,16,0,16,2,0,0
SNCA-AS1,2,2,0,0,48,22,0,14,33,14,3
LINC02292,2,0,0,0,4,4,0,0,16,0,0
CLSTN2,9,2,0,0,14,1,0,0,14,0,1
AC010809.1,11,0,0,0,0,0,0,0,4,0,0
SPTB,13,0,0,0,1,12,0,0,0,1,0
AC068051.1,0,0,0,0,23,10,0,0,6,0,0
AC092490.2,0,0,0,0,0,0,0,0,22,0,0
FAM169B,0,0,0,0,0,0,0,0,22,0,0
AC010913.1,0,0,0,0,0,2,0,0,22,0,0
AL353752.2,0,4,0,0,0,0,0,0,22,0,0
AL138963.1,0,0,0,3,0,2,0,0,22,0,0
AC073342.2,0,0,0,4,10,10,0,0,15,0,0
AC021393.1,10,0,0,0,8,6,0,0,0,6,0
AC092296.3,13,4,0,0,1,21,0,0,0,1,0
KHDC1,7,0,0,2,15,0,0,0,0,0,0
AP001269.2,0,0,0,0,20,12,0,0,8,0,0
AL137847.2,4,2,0,0,22,45,0,0,0,0,0
WSCD2,0,0,0,0,3,1,0,0,36,0,1
LINC02867,9,0,0,4,28,76,0,46,4,9,1
C4orf47,6,8,0,0,0,12,0,0,12,2,0
OLFM1,12,6,0,2,35,42,0,1,12,12,2
MIR378D2HG,2,8,0,0,12,8,0,0,10,0,0
KIF5C,12,0,0,0,0,2,0,8,2,0,0
AC008033.3,12,0,0,0,0,9,0,0,2,8,0
AL023807.1,4,0,0,4,10,16,0,14,8,0,0
LIMS1-AS1,2,0,0,12,9,20,0,0,12,0,0
DPY19L2,4,0,0,0,141,72,0,0,32,4,8
AL592293.1,0,8,0,0,8,2,0,0,16,0,0
AC083843.1,0,0,0,0,31,4,0,0,0,0,0
RAB3C,2,2,0,0,26,14,1,1,28,0,0
MIR4786,4,0,0,0,20,0,0,0,1,0,0
CCL17,30,38,0,0,36,323,0,0,336,12,26
AL157791.2,4,0,0,12,4,24,0,0,28,2,1
AC097512.1,0,0,0,0,12,0,0,24,13,0,0
IGFBPL1,4,0,0,0,4,17,0,3,12,0,0
AC112504.1,2,2,0,6,0,0,0,7,18,0,0
AL117187.1,2,0,0,0,0,5,0,0,18,26,0
AL390719.3,3,0,0,2,9,0,0,8,10,6,0
NEXN-AS1,1,0,0,0,8,11,0,6,14,0,0
MFAP2,2,0,0,0,0,4,0,0,18,0,0
EVA1C,2,0,0,0,0,0,0,10,18,0,0
AC004882.3,8,0,0,12,6,25,0,0,4,2,0
AL031432.5,6,2,0,0,2,14,0,0,10,0,0
STMN1P1,7,0,0,0,14,26,0,2,0,0,0
LINC01914,8,0,0,0,3,18,0,0,6,0,0
RNU6-312P,1,4,0,0,28,19,0,0,0,0,0
PLS3,34,2,0,16,71,33,0,22,58,2,8
IRX5,0,0,0,2,16,4,0,0,10,0,0
AL449106.1,8,4,0,0,0,0,0,0,8,0,0
AL132780.2,8,0,0,0,0,6,0,8,8,0,0
TMEM98,9,6,0,2,0,23,0,0,22,0,1
AC090425.3,3,0,0,16,23,2,0,0,0,32,0
LINC02774,0,0,0,0,13,49,0,0,12,0,0
AL954705.1,6,0,0,9,6,5,0,0,7,6,0
SPATA17,6,0,0,2,16,4,0,0,0,20,0
AL445646.1,0,0,0,0,0,0,0,0,21,0,0
AL354718.1,6,0,0,0,16,15,0,0,0,0,0
PROX1-AS1,0,0,0,0,10,0,0,0,14,16,0
AC113189.3,6,2,0,0,13,30,0,0,2,0,0
KIF1A,40,24,0,0,159,200,6,3,279,2,6
RANBP20P,3,1,0,0,15,46,0,0,21,1,1
GABPAP,31,12,0,8,157,298,0,0,35,65,11
OR7E140P,0,1,0,0,1,17,0,0,20,3,0
CCDC102A,2,0,0,0,2,0,0,0,16,0,0
ZNF705E,2,0,0,0,41,11,0,0,18,10,2
AL645929.1,0,10,0,0,15,14,0,0,10,3,0
CMTM1,8,0,0,8,27,25,0,0,4,1,1
SETP8,0,0,0,0,8,14,0,0,15,1,0
AP003419.2,10,0,0,0,6,2,0,0,0,0,0
AMOTL2,4,0,0,5,66,91,1,0,16,0,1
AL355864.2,4,0,0,0,0,0,0,0,14,0,0
COL14A1,0,0,0,0,18,10,0,2,8,0,0
AL009179.1,4,6,0,0,20,48,0,0,0,0,0
EDRF1-AS1,6,0,0,0,1,14,0,0,10,0,0
AC092720.3,7,0,0,0,0,13,0,0,9,0,0
OGFOD1P1,0,0,0,34,12,0,0,0,12,0,0
GCOM2,18,7,0,9,66,153,0,0,36,12,6
IGSF9B,8,0,1,0,16,0,0,1,24,2,0
C1RL-AS1,10,0,0,0,0,6,0,0,4,0,0
AL953883.1,10,0,0,6,3,17,0,0,2,18,0
AL391422.1,10,2,0,4,0,4,0,0,4,0,0
ERBB4,0,0,0,0,12,0,0,0,12,0,0
AL355312.3,0,0,0,0,12,0,0,0,12,0,0
AC093107.2,0,0,0,0,12,0,0,0,12,0,0
AC008875.1,14,6,0,10,48,43,0,0,24,14,4
AC093591.3,1,0,0,0,1,19,0,0,33,0,1
AQP1,0,2,0,0,6,18,0,1,16,0,0
AP003472.1,3,0,0,0,22,0,0,0,0,0,0
AC103858.1,0,0,0,0,29,12,0,18,0,0,0
STK33,0,0,0,0,29,4,0,0,0,0,0
ABCA9,2,10,0,0,47,55,1,17,28,4,1
PFN2,1072,417,28,42,2745,2179,0,14,3321,249,418
EPHA5,13,8,0,4,140,69,1,0,0,0,4
AC006116.7,8,0,0,0,0,18,0,0,7,0,0
RNA5SP467,0,0,0,0,3,7,0,0,18,0,0
AC084018.3,2,0,0,0,53,32,0,0,8,2,2
AL844908.2,10,4,0,13,0,2,0,52,4,12,0
AC063943.1,0,0,0,8,0,0,0,16,20,8,0
RPL23AP23,0,0,0,20,0,1,0,0,20,0,0
RNU6-216P,6,0,0,0,6,9,0,0,6,0,0
KLRD1,6,0,0,0,6,0,0,1,6,0,0
RNU6-1254P,0,0,0,0,0,0,0,0,20,0,0
AC145423.1,0,0,0,0,0,0,0,0,20,0,0
AC133644.1,0,0,0,0,0,2,0,0,20,0,0
RNU5A-5P,0,0,0,0,0,6,0,0,20,0,0
RPL26P35,0,0,0,3,0,1,0,0,20,0,0
AC087175.1,58,35,0,6,147,97,0,8,165,14,22
LINC02069,0,0,0,2,14,14,0,16,10,0,0
MFSD13B,6,6,0,12,9,32,0,18,19,16,1
HCAR3,47,16,0,0,462,245,0,0,131,112,36
MIRLET7I,6,0,0,0,0,0,0,0,10,0,0
ELN-AS1,6,0,0,0,0,4,0,0,10,0,0
GABBR2,0,0,0,0,46,16,0,2,15,0,2
AC018410.1,4,0,0,5,16,20,0,0,2,0,0
MFAP1P1,2,0,0,2,12,6,0,0,8,0,0
FAM136BP,10,0,0,5,2,3,0,2,2,0,0
AC012370.1,12,0,0,0,0,0,0,0,0,0,0
AC091544.5,12,0,0,0,0,0,0,0,0,0,0
AF241728.2,12,0,0,0,0,1,0,0,0,0,0
CYP7A1,12,0,0,0,0,2,0,0,0,1,0
MRPL40P1,12,2,0,0,0,0,0,0,0,0,0
AC104695.2,12,0,0,0,0,8,0,0,0,0,0
LINC02055,12,4,0,0,0,0,0,0,0,0,0
FAM83D,12,10,0,0,0,7,0,2,0,0,0
SLC37A3,30,8,0,0,96,142,0,0,60,14,10
AC092287.1,2,2,1,4,24,21,0,0,62,0,2
AP000553.5,6,4,0,0,14,36,0,0,0,0,0
EYS,7,10,0,0,40,52,1,0,6,0,0
AL158070.1,0,0,0,0,14,0,0,0,36,0,2
RNA5SP219,0,2,0,4,28,4,0,0,0,0,0
AL590550.1,0,0,0,0,28,6,0,0,0,0,0
ASNSP3,0,0,0,0,28,0,0,0,0,2,0
AC090578.2,0,0,0,0,28,2,0,0,0,10,0
AL590385.2,0,0,0,2,28,6,0,0,0,0,0
POC1B-GALNT4,8,5,0,2,1,23,0,0,34,8,2
MEIG1,2,6,0,0,58,26,0,0,51,0,6
AL391262.1,6,8,0,4,8,14,0,0,4,2,0
IL21R-AS1,2,2,0,0,0,32,0,0,16,2,0
VSTM5,2,0,0,0,0,0,0,0,16,0,0
GOLGA8R,3,0,0,2,9,28,0,0,8,0,0
AL445423.1,2,0,0,0,20,4,0,0,2,0,0
AL137918.1,5,0,0,0,21,26,0,16,24,16,2
LINC02254,0,0,0,0,16,3,0,0,8,0,0
CDRT1,0,0,1,0,32,64,0,1,25,0,0
PSKH2,8,0,0,0,0,12,0,0,6,0,0
AL355303.2,8,0,0,0,0,1,0,0,6,4,0
LINC00892,8,2,0,0,0,6,0,0,6,0,0
AC139769.3,8,2,0,0,0,16,0,0,6,0,0
LINC01615,1,0,0,0,2,0,0,18,16,6,0
VN1R42P,4,0,0,0,18,6,0,0,0,0,0
AC073107.1,21,1,0,4,42,54,0,0,9,4,4
AC093591.2,4,4,0,1,12,30,0,7,4,0,0
AC010240.1,0,0,0,0,0,2,0,0,19,0,0
IFT74-AS1,3,0,0,10,0,8,0,4,14,8,0
C1orf210,0,0,0,0,10,11,0,0,12,0,0
AL138916.1,0,0,0,18,24,10,0,2,2,0,0
AC084740.1,6,0,0,14,6,1,0,22,5,0,0
LDB3,6,8,0,0,21,36,1,0,17,2,0
AP003393.1,6,4,0,5,13,14,0,0,0,0,0
DHRS2,10,10,0,0,34,103,0,0,8,32,2
ZNF887P,0,0,0,0,27,25,0,0,0,8,0
AC091185.1,0,0,0,0,4,4,0,0,16,0,0
SLC30A2,1036,728,59,85,19040,36305,98,304,4005,108,830
AL161937.1,4,0,0,0,6,4,0,0,8,0,0
RPL5P30,8,0,0,1,38,13,0,0,6,2,2
SULT4A1,0,0,0,0,1,2,0,0,18,0,0
SDR9C7,8,0,0,0,8,10,0,0,0,0,0
AC104590.1,8,6,0,0,8,12,0,0,0,0,0
PYCR1,9,2,0,0,14,29,0,3,22,3,2
AC090692.2,4,0,0,13,0,0,0,0,12,0,0
EDRF1-DT,5,2,0,0,9,18,0,0,4,0,0
MTHFD2P7,14,9,0,0,87,79,0,0,31,3,7
LINC02004,10,0,0,0,0,0,0,0,2,0,0
SLC9A2,0,0,0,0,46,102,0,0,0,0,1
AC104772.1,1,8,0,0,24,2,0,0,0,0,0
AC073111.1,4,2,0,4,4,4,0,0,9,0,0
RN7SL363P,0,0,0,0,12,3,0,0,10,0,0
AC127024.1,10,0,0,1,0,14,0,0,2,2,0
SCGN,10,2,0,4,0,2,0,0,2,0,0
AL137847.1,0,2,0,2,16,36,0,0,7,0,0
AC100788.1,2,0,0,7,4,8,0,14,12,0,0
OR7E128P,6,0,0,2,12,0,0,0,0,16,0
AC078906.1,6,0,0,0,12,0,0,0,0,0,0
AL450306.1,6,0,0,0,12,0,0,0,0,2,0
RALBP1P1,3,1,0,0,6,7,0,0,9,2,0
AC094103.1,0,2,0,2,3,10,0,0,16,0,0
AC068305.2,4,0,0,0,8,4,0,0,6,0,0
AC046168.1,0,2,0,0,26,2,0,0,0,4,0
AC012640.4,14,6,0,4,39,22,0,0,22,18,4
PPIAP33,9,0,0,0,2,4,0,0,2,1,0
AP003721.1,0,2,0,0,26,11,0,0,0,0,0
AL365217.1,0,0,0,1,26,6,0,0,0,0,0
AC083870.1,3,0,0,0,6,26,0,0,9,0,0
AC091965.1,12,2,0,0,30,6,0,0,3,0,2
CLIC4P2,2,0,0,0,4,0,0,0,12,0,0
AL137009.1,0,0,0,8,17,21,0,9,6,0,0
AC062037.2,14,13,0,0,116,117,0,0,72,28,11
SCML2P2,11,4,0,0,0,2,0,0,0,0,0
RPS26P6,2,0,0,0,8,5,0,66,9,0,0
AC007130.1,0,0,0,14,0,2,0,0,18,0,0
UQCRHP2,0,0,0,0,0,0,0,0,18,0,0
AC012370.2,0,0,0,0,0,0,0,0,18,0,0
AP002373.1,0,0,0,0,0,0,0,0,18,0,0
SNORD3J,0,0,0,0,0,0,0,0,18,0,0
AC068058.1,0,0,0,0,0,0,0,0,18,0,0
AL138962.1,0,0,0,0,0,0,0,0,18,0,0
AP001372.4,0,0,0,0,0,1,0,0,18,0,0
RPS4XP19,0,0,0,0,0,1,0,0,18,0,0
AL359546.1,0,0,0,0,0,6,0,0,18,0,0
LINC02857,0,2,0,0,0,5,0,0,18,0,0
SNRPGP18,0,0,0,4,0,0,0,0,18,0,0
LIX1-AS1,0,0,0,0,0,8,0,0,18,20,0
AC084819.1,0,0,0,4,0,12,0,0,18,0,0
AP000580.1,0,0,0,2,0,0,0,0,18,10,0
AC132938.7,0,12,0,6,0,0,0,0,18,0,0
CCDC38,4,0,0,0,38,20,1,0,11,0,0
LINC01836,8,0,0,0,26,0,0,0,0,6,1
AL122125.1,8,2,0,4,7,4,0,0,0,1,0
AC104462.1,2,0,0,0,21,1,0,0,0,0,0
AC026410.1,5,1,0,0,1,2,0,0,9,0,0
AC098484.2,6,3,0,2,0,1,0,0,8,0,0
AC005261.5,2,0,0,0,18,1,0,0,2,0,0
RN7SL369P,10,0,0,0,2,0,0,0,0,0,0
TTPA,10,0,0,0,2,0,0,0,0,1,0
TLCD4-RWDD3,10,0,0,0,2,13,0,0,0,0,0
AGAP11,4,0,0,5,16,47,0,0,0,6,0
MGAT2,10,0,0,0,2,11,0,0,0,6,0
ITGB1-DT,2,8,0,6,61,40,0,0,19,0,4
AC022784.1,2,6,0,0,12,8,0,0,6,0,0
AL160272.2,2,2,0,0,12,9,0,0,6,0,0
LINC00525,4,0,0,0,16,0,0,0,0,0,0
AC009159.2,4,0,0,0,16,4,0,0,0,0,0
DACT1,137,91,0,6,814,1933,8,0,510,170,71
MRPS17P1,2,0,0,0,12,2,0,0,6,0,0
AP001107.4,4,0,0,16,20,19,0,0,44,40,4
EDA2R,1,0,0,0,0,10,0,0,29,20,1
AL137845.2,2,8,0,0,21,70,0,0,26,20,2
ARL4AP5,8,8,0,0,9,0,0,0,44,7,4
CHST5,0,0,0,0,8,4,0,0,12,0,0
AF111168.1,0,0,0,0,8,6,0,0,12,0,0
RPL7AP15,0,0,0,8,8,0,0,0,12,0,0
SDR42E2,3,4,0,2,40,14,0,1,10,0,2
AL032819.2,6,0,0,0,11,15,0,0,0,6,0
PPM1K-DT,0,0,0,0,5,8,0,0,14,0,0
RPS18P13,0,0,0,2,5,0,0,0,14,0,0
MZT1P2,0,0,0,0,25,23,0,0,0,0,0
AC005014.4,0,0,0,0,25,15,0,0,0,4,0
AC022784.5,0,4,0,4,16,12,0,39,19,6,1
OLA1P3,0,0,0,0,2,2,0,0,16,6,0
AC073210.1,0,1,0,0,2,7,0,0,16,0,0
AC106037.3,5,0,0,20,6,0,0,0,5,0,0
AC007952.6,4,0,0,16,4,1,0,0,8,0,0
ARL2BP,4,0,0,2,4,14,0,0,8,2,0
SLC14A2,3,0,0,0,15,6,0,0,2,0,0
FAM32BP,1,0,0,2,11,11,0,0,8,0,0
RNY1P11,4,0,0,0,4,2,0,0,8,0,0
AC008050.1,4,0,0,0,4,6,0,0,8,0,0
CD207,6,0,0,0,5,12,0,0,4,6,0
MIS18A-AS1,50,4,0,8,52,14,0,0,24,18,10
AC103591.4,13,16,0,10,138,53,0,0,26,14,10
PRELID3BP7,2,0,0,0,0,8,0,0,14,0,0
NUDT19P3,2,0,0,0,0,25,0,0,14,0,0
AC126177.6,0,0,0,0,19,1,0,0,4,1,0
AC007126.1,5,0,0,0,42,12,0,0,4,6,2
AC008267.2,2,0,0,2,20,0,0,0,0,0,0
AC003957.1,5,0,0,0,0,12,0,26,9,0,0
EIF4EP1,1,0,0,12,22,77,0,0,24,0,2
AC005225.3,0,0,0,0,3,15,0,0,15,24,0
PRKCZ,0,2,0,0,29,20,1,1,19,6,0
YWHAQP7,8,0,0,0,0,0,0,0,4,0,0
AC061975.8,20,2,0,14,8,65,0,0,4,14,2
GAPDHP14,8,2,0,0,0,33,0,0,4,8,0
AC116651.1,18,4,0,5,8,10,0,32,22,6,3
MTCL1,8,16,1,0,67,81,0,45,54,4,5
AL390066.3,48,6,0,10,32,10,0,0,38,10,10
SMARCE1P3,4,2,0,0,12,18,0,0,2,0,0
UBBP2,1,0,0,0,6,9,0,2,11,3,0
AC006480.1,22,0,0,0,14,8,0,0,24,0,5
AC092745.4,0,0,0,0,7,10,0,0,12,0,0
AL357079.1,80,46,0,18,373,479,0,0,134,74,44
CYP26B1,0,0,0,0,22,22,0,0,14,0,1
ATP1A4,119,6,0,12,271,171,0,64,192,4,48
GRIK1-AS1,25,42,0,2,344,230,0,0,73,0,30
AC099791.2,6,0,0,0,10,0,0,58,0,11,0
ZNF649-AS1,6,0,0,4,10,4,0,0,0,6,0
AL162725.2,6,0,0,0,10,0,0,0,0,0,0
AL033527.3,6,0,0,0,10,5,0,0,0,0,0
AL022328.1,6,0,0,0,10,5,0,0,0,0,0
AL022324.3,6,0,0,0,10,16,0,0,0,0,0
AC006299.1,4,0,0,0,51,49,1,0,57,0,4
DPYD-AS1,4,0,0,14,6,2,0,0,6,15,0
AC005014.3,0,0,0,0,24,0,0,0,0,0,0
AC104051.2,0,0,0,0,24,0,0,0,0,0,0
AC007681.1,0,0,0,0,24,4,0,0,0,0,0
C20orf202,0,0,0,0,24,6,0,0,0,0,0
AC008543.1,0,0,0,0,24,38,0,0,0,0,0
SSUH2,0,0,0,0,24,10,0,1,0,2,0
AC109811.1,0,0,0,10,24,0,0,0,0,0,0
TAS2R6P,0,0,0,6,24,10,0,0,0,0,0
ASB12,6,4,0,0,7,9,0,0,2,0,0
FSIP1,2,0,0,0,2,8,0,0,12,2,0
AC010442.2,0,0,0,10,18,18,0,0,4,3,0
ENDOU,2,6,0,6,16,16,0,0,2,4,0
AL356512.1,2,10,0,4,19,12,0,0,0,2,0
SLC25A41,4,2,0,12,3,45,0,1,8,0,0
PKD1P6-NPIPP1,13,0,0,0,52,35,0,0,2,1,4
AP001610.2,8,0,0,14,5,7,0,0,0,0,0
AC026803.3,4,0,0,8,0,80,0,0,10,0,0
AC080188.2,4,0,0,0,0,1,0,12,10,0,0
AL355834.2,4,0,0,0,0,0,0,0,10,0,0
AC006994.1,4,2,0,0,0,8,0,0,10,0,0
AC006450.2,4,0,0,0,0,8,0,0,10,0,0
AC012254.3,4,0,0,0,0,10,0,0,10,0,0
AC010149.1,0,0,0,0,18,12,0,0,4,0,0
AL137024.1,0,2,0,0,12,13,0,14,8,0,0
AC093677.3,2,0,0,4,26,8,0,0,18,0,2
STRCP1,2,6,0,0,16,0,0,0,2,0,0
AL096828.1,0,0,0,10,12,6,0,0,8,0,0
AC069366.1,0,0,0,0,12,12,0,16,8,0,0
AL356652.1,0,0,0,0,2,8,0,0,15,0,0
CHRM3,8,4,0,1,37,56,0,0,27,8,4
AC093110.1,0,0,0,0,22,19,0,0,1,8,0
LCE1B,10,0,0,0,0,0,0,0,0,0,0
AC010969.3,10,0,0,0,0,0,0,0,0,0,0
AC092468.1,10,0,0,0,0,0,0,0,0,0,0
AL157895.1,10,0,0,0,0,0,0,0,0,0,0
CLLU1-AS1,10,0,0,0,0,0,0,0,0,0,0
LINC01695,10,0,0,0,0,0,0,0,0,0,0
AP001961.1,10,0,0,0,0,2,0,0,0,0,0
AC023302.1,10,0,0,0,0,2,0,0,0,0,0
AC100793.3,10,0,0,0,0,2,0,0,0,0,0
EPHA8,20,2,1,0,0,2,0,0,8,0,0
CSP2,10,0,0,0,0,3,0,0,0,0,0
AL136307.1,10,0,0,0,0,3,0,0,0,0,0
SCYGR5,10,0,0,0,0,0,0,2,0,0,0
GLRA2,10,0,0,0,0,0,0,2,0,0,0
BX088651.4,10,0,0,0,0,6,0,0,0,0,0
KCTD9P6,10,0,0,0,0,3,0,0,0,2,0
DNAJB13,10,1,0,0,0,6,0,0,0,0,0
AC119428.2,10,6,0,0,0,2,0,0,0,0,0
AL049646.1,10,0,0,6,0,12,0,0,0,0,0
AC063950.1,0,0,0,0,12,2,0,0,8,0,0
RNU6-720P,0,0,0,0,12,6,0,0,8,0,0
BLZF2P,10,0,0,20,0,10,0,0,0,0,0
AC005838.2,4,0,0,8,14,5,0,0,0,0,0
AP001021.3,10,4,0,0,0,2,0,1,0,2,0
LINC00449,11,0,0,1,16,20,0,0,10,0,2
AP001528.1,0,0,0,8,9,2,0,0,10,0,0
AL355377.1,4,0,0,0,14,0,0,0,0,0,0
AC022098.4,10,2,0,3,0,6,0,0,0,18,0
AC136443.3,4,2,0,6,11,4,0,0,2,0,0
AL138995.1,1,0,0,0,21,3,0,0,0,0,0
SCOCP1,0,0,0,0,19,0,0,0,3,0,0
RPS4Y1,0,0,0,10,6,0,0,0,12,1,0
AL022331.1,0,0,0,2,6,2,0,0,12,0,0
LNCOC1,26,0,0,0,76,57,0,0,24,0,10
AC002070.1,2,8,0,10,18,12,0,10,0,2,0
AC132219.2,4,0,0,0,8,4,0,0,4,4,0
AC004039.1,4,4,0,2,8,0,0,0,4,0,0
MAMDC2,3,2,0,0,16,10,0,2,0,0,0
RDH12,102,59,0,12,257,664,0,14,178,22,44
OR52N4,8,16,0,0,60,90,0,0,4,0,4
RN7SKP16,0,0,0,0,3,10,0,0,14,0,0
AC090952.1,3,0,0,0,16,12,0,0,0,0,0
AL359198.1,12,0,0,0,5,4,0,0,15,0,2
AP001099.1,9,2,0,6,2,0,0,7,0,0,0
AP000553.1,11,2,0,0,14,12,0,0,12,10,2
MT1A,0,1,0,0,0,0,0,28,16,0,0
AC103993.1,0,0,0,0,0,0,0,0,16,0,0
GAPDHP21,0,0,0,0,0,0,0,0,16,0,0
AL049830.3,0,0,0,0,0,0,0,0,16,0,0
SNORD93,0,0,0,0,0,1,0,0,16,0,0
AL671986.1,0,0,0,0,0,2,0,0,16,0,0
FAM3D-AS1,0,0,0,0,0,2,0,0,16,0,0
AC090337.2,0,0,0,0,0,2,0,0,16,0,0
AP000577.1,0,0,0,0,0,3,0,0,16,0,0
CDRT15P1,0,0,0,0,0,4,0,0,16,0,0
C8orf44-SGK3,0,0,0,4,0,0,0,0,16,0,0
ZSWIM8-AS1,0,0,0,0,0,6,0,0,16,6,0
AL121957.1,0,0,0,6,0,0,0,0,16,0,0
AC107959.2,0,0,0,0,0,0,0,0,16,10,0
AC073592.8,0,2,0,2,0,0,0,0,16,0,0
AC008799.1,0,0,0,8,0,0,0,0,16,1,0
AL592546.3,0,0,0,23,0,0,0,0,16,0,0
AP002498.1,0,0,0,0,0,6,0,12,16,0,0
AC025062.1,3,0,0,1,10,7,0,16,4,0,0
AC004917.1,0,0,0,0,20,7,0,0,2,0,0
RAB9B,0,2,0,0,20,0,0,0,2,0,0
AL035701.1,4,0,0,0,2,6,0,0,8,0,0
AC011632.1,8,0,0,0,4,0,0,0,0,0,0
AC073911.2,8,0,0,0,4,0,0,0,0,0,0
F10,8,2,0,1,32,8,0,3,4,1,2
AC080023.1,16,2,0,0,70,49,0,8,27,0,8
AC126283.1,8,0,0,0,4,2,0,0,0,16,0
AC012651.1,5,5,0,0,11,29,0,0,0,0,0
AC137834.2,5,2,0,0,11,9,0,0,0,0,0
AP003108.3,5,0,0,0,11,1,0,0,0,0,0
RNY1P9,6,0,0,0,0,0,0,0,6,0,0
AC026726.1,6,0,0,0,0,6,0,0,6,0,0
AC107398.3,6,0,0,2,0,0,0,0,6,2,0
AC100810.7,6,0,0,5,0,10,0,0,6,0,0
OOEP,0,0,0,0,14,42,0,8,6,0,0
AL078459.1,4,18,0,2,13,5,0,12,23,0,2
PTH2R,20,2,0,0,20,5,1,1,19,0,2
AC104024.4,5,0,0,0,8,6,0,0,2,0,0
AC026150.2,3,0,0,10,14,3,0,0,1,0,0
AL139123.1,19,16,0,16,83,51,0,0,18,8,8
AC008781.1,4,0,0,0,0,6,0,0,39,0,3
NPC1L1,0,0,0,0,8,8,0,24,10,2,0
VN2R17P,8,0,0,8,26,8,0,16,30,0,4
RN7SL76P,0,0,0,0,1,0,0,0,15,0,0
AC243965.2,2,4,0,14,16,20,0,1,1,0,0
RPL9P2,0,6,0,2,22,14,0,5,0,4,0
FABP2,4,0,0,6,13,0,0,0,0,0,0
RBMS3,0,0,0,0,8,14,0,0,10,6,0
AC097532.2,0,2,0,0,8,14,0,0,10,0,0
FERP1,0,0,0,0,8,2,0,0,10,0,0
AC009163.6,0,0,0,0,8,26,0,0,10,0,0
AF131216.3,0,2,0,6,22,14,0,24,0,0,0
PRRG2,58,44,0,6,224,193,0,108,158,26,35
AL008725.1,4,0,0,10,0,8,0,0,9,0,0
VLDLR,6,4,0,11,26,75,0,48,12,36,2
OSTCP5,3,2,0,0,8,7,0,2,27,0,2
KIF4A,89,127,1,12,54,76,0,2,25,8,14
AL031275.1,7,0,0,0,0,0,0,0,4,0,0
CCDC70,0,0,0,0,2,0,0,0,14,0,0
LCT-AS1,10,6,0,12,18,13,0,24,10,0,2
CNN2P4,6,0,0,0,8,7,0,0,0,0,0
AC006487.1,6,0,0,0,8,7,0,0,0,0,0
EMP2P1,6,4,0,2,8,0,0,0,0,0,0
AC010531.3,6,0,0,8,8,7,0,0,0,0,0
CALCB,6,0,0,2,8,19,0,30,0,0,0
AC096920.1,0,0,0,0,22,0,0,0,0,0,0
FGF6,0,0,0,0,22,0,0,0,0,0,0
SOWAHA,0,0,0,0,22,3,0,0,0,0,0
AC002519.1,0,0,0,0,22,3,0,0,0,0,0
MIR590,0,0,0,0,22,10,0,0,0,0,0
AC005632.2,0,0,0,0,22,22,0,0,0,0,0
TNNI3K,0,0,0,0,22,10,0,0,0,4,0
AL450472.1,0,0,0,0,22,0,0,0,0,8,0
AL590282.1,0,0,0,0,22,2,0,0,0,10,0
FGF22,0,0,0,0,22,10,0,0,0,18,0
AC104561.4,0,4,0,2,22,0,0,0,0,0,0
AL929091.1,2,0,0,0,0,27,0,0,12,26,0
AC138207.7,2,2,0,0,0,0,0,17,12,0,0
RN7SL130P,2,0,0,0,0,0,0,0,12,0,0
AC040173.1,2,0,0,0,0,4,0,0,12,0,0
AC046158.1,2,0,0,0,0,4,0,0,12,0,0
RN7SKP273,2,0,0,2,0,0,0,0,12,0,0
AC021701.1,0,0,0,0,19,6,0,0,2,0,0
RBM11,78,49,0,4,394,207,0,14,334,54,68
AMIGO1,20,4,0,13,30,31,0,2,4,0,4
MTCO3P43,6,0,0,0,2,12,0,0,4,0,0
MKI67P1,0,0,0,0,16,2,0,0,4,0,0
ANKRD18EP,10,8,0,0,57,69,0,0,52,9,8
